Year;Region;RegionCode;Country;CountryCode;DataCategory;DataCategoryCode;IndicatorCoverageAndDisaggregation;DataAvailableLast5Years;DataAvailableLast10Years;FirstAdministrativeLevel;SecondAdministrativeLevel;CoverageSubscore;MachineReadability;NonProprietary;DownloadOptions;MetadataAvailability;TermsOfUse;OpennessSubscore;OverallScore
2016;Middle Africa;AFM;Cameroon;CMR;Economic and financial statistics;1;5;4;4;0,5;0;13,5;1,5;6,5;1;3;1;13;26,5
2022;Eastern Africa;AFE;Djibouti;DJI;Economic and financial statistics;1;5;4,5;4;0;0;13,5;1;7;1,5;3,5;0;13;26,5
2018;Eastern Africa;AFE;Ethiopia;ETH;Economic and financial statistics;1;5,5;3,5;3,5;1;0;13,5;0;7;2;4;0;13;26,5
2018;Eastern Africa;AFE;Malawi;MWI;Economic and financial statistics;1;4,5;4;4;0,5;0,5;13,5;1;5,5;1;2,5;3;13;26,5
2017;Central America;AMM;Guatemala;GTM;Social statistics;3;4,5;3,5;4;1,5;0;13,5;4;4,5;1,5;3;0;13;26,5
2018;South America;AMZ;Guyana;GUY;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;0;6;3;3,5;0;12,5;26
2020;South-Eastern Asia;ASE;Thailand;THA;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;1,5;6,5;0,5;3,5;0;12;25,5
2017;South America;AMZ;Guyana;GUY;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;0;6;2,5;3,5;0;12;25,5
2018;Western Africa;AFW;Guinea;GIN;Economic and financial statistics;1;5;4,5;4;0;0;13,5;0;7;1;3,5;0;11,5;25
2018;Middle Africa;AFM;Cameroon;CMR;Economic and financial statistics;1;5;3,5;4;1;0;13,5;1;6,5;1;3;0;11,5;25
2020;Middle Africa;AFM;Equatorial Guinea;GNQ;Economic and financial statistics;1;5;4,5;4;0;0;13,5;0,5;7;0,5;3,5;0;11,5;25
2016;Eastern Asia;ASF;Hong Kong SAR, China;HKG;Social statistics;3;5,5;4,5;2,5;1;0;13,5;1;7,5;0;3;0;11,5;25
2017;Eastern Africa;AFE;Zimbabwe;ZWE;Social statistics;3;4;3,5;3;2,5;0,5;13,5;0;6;2;3,5;0;11,5;25
2017;Western Asia;ASW;Qatar;QAT;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;1;6;1;3;0;11;24,5
2016;Western Asia;ASW;Lebanon;LBN;Social statistics;3;6;2;2,5;3;0;13,5;5,5;2,5;0;3;0;11;24,5
2016;Caribbean;AMC;The Bahamas;BHS;Social statistics;3;4,5;4,5;3,5;0,5;0,5;13,5;0;7;0;4;0;11;24,5
2016;Western Africa;AFW;Mauritania;MRT;Economic and financial statistics;1;5;5;3;0,5;0;13,5;0;7;0;3,5;0;10,5;24
2022;Eastern Africa;AFE;Kenya;KEN;Environment statistics;2;4;3,5;3;2;1;13,5;1,5;5;1,5;2,5;0;10,5;24
2017;Caribbean;AMC;Cuba;CUB;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;3,5;3,5;0;3,5;0;10,5;24
2018;Western Asia;ASW;Georgia;GEO;Environment statistics;2;4,5;4;3,5;1,5;0;13,5;1,5;4,5;1;3;0;10;23,5
2015;Western Asia;ASW;Lebanon;LBN;Social statistics;3;5,5;2;3;3;0;13,5;6;0;0;3,5;0;9,5;23
2015;Southern Africa;AFZ;Lesotho;LSO;Economic and financial statistics;1;5,5;4;4;0;0;13,5;4;0,5;1;4;0;9,5;23
2016;Central Asia;ASC;Kazakhstan;KAZ;Environment statistics;2;4;4;4;1,5;0;13,5;3;2;1;3,5;0;9,5;23
2016;South America;AMZ;Venezuela;VEN;Economic and financial statistics;1;4;4;4;1,5;0;13,5;4,5;0,5;0;3,5;0;8,5;22
2015;South America;AMZ;Uruguay;URY;Social statistics;3;4;3;3;3;0,5;13,5;3,5;0;0;3,5;0;7;20,5
2016;Northern Africa;AFN;Morocco;MAR;Economic and financial statistics;1;5,5;4,5;2,5;0,5;0,5;13,5;0,5;6;0;0,5;0;7;20,5
2015;Southern Africa;AFZ;South Africa;ZAF;Environment statistics;2;4;3,5;3,5;1,5;1;13,5;1;0;0;3;2,5;6,5;20
2015;Southern Africa;AFZ;Namibia;NAM;Economic and financial statistics;1;5;4,5;3,5;0,5;0;13,5;4;0;0;2;0;6;19,5
2015;Middle Africa;AFM;Angola;AGO;Social statistics;3;5;4;3;1,5;0;13,5;0,5;0,5;0,5;4;0;5,5;19
2015;Southern Europe;EUZ;Bosnia and Herzegovina;BIH;Social statistics;3;4,5;4;3,5;1,5;0;13,5;0;0;0;4;0;4;17,5
2015;Middle Africa;AFM;Congo, Rep.;COG;Social statistics;3;5;1,5;3,5;3,5;0;13,5;0;0;0;3,5;0;3,5;17
2015;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Economic and financial statistics;1;4;4;3,5;0;0;13,5;0;0;0;3;0;3;16,5
2015;Eastern Africa;AFE;Zambia;ZMB;Social statistics;3;5,5;2,5;2;3,5;0;13,5;0;0;0;2;0;2;15,5
2015;Eastern Africa;AFE;Zimbabwe;ZWE;Economic and financial statistics;1;4,5;4,5;4;0,5;0;13,5;0;0;0;1,5;0;1,5;15
2016;Western Europe;EUW;Netherlands;NLD;Social statistics;3;4;3;4;1;1;13;6;6;6;6;6;30;43
2022;Eastern Africa;AFE;Zimbabwe;ZWE;Social statistics;3;5;4;2;1,5;0,5;13;7;9;6;6,5;0,5;29;42
2020;Caribbean;AMC;St. Kitts and Nevis;KNA;Economic and financial statistics;1;5;4,5;3,5;0;0;13;7;7;4;3,5;6;27,5;40,5
2022;South-Eastern Asia;ASE;Singapore;SGP;Environment statistics;2;4,5;4;4,5;0;0;13;5;5;5;5;5;25;38
2017;Southern Africa;AFZ;Botswana;BWA;Social statistics;3;4,5;3,5;3;2;0;13;1;8;3,5;5;7;24,5;37,5
2022;Eastern Asia;ASF;Macao SAR, China;MAC;Social statistics;3;4,5;4,5;4;0;0;13;6,5;8;0,5;4;4;23;36
2017;Caribbean;AMC;Jamaica;JAM;Economic and financial statistics;1;5;5;3;0;0;13;4,5;5,5;3;5,5;4;22,5;35,5
2024;Eastern Asia;ASF;Hong Kong SAR, China;HKG;Environment statistics;2;4,5;4;4;0,5;0;13;5;5;4,5;2,5;5;22;35
2016;Northern Europe;EUN;Denmark;DNK;Environment statistics;2;4;4;3;1,5;0,5;13;5;5;2,5;4;5;21,5;34,5
2018;Northern Europe;EUN;Ireland;IRL;Environment statistics;2;4,5;4;3,5;1;0;13;5;5;4;2,5;5;21,5;34,5
2017;Central America;AMM;Mexico;MEX;Environment statistics;2;4,5;3;3;2,5;0;13;5;5;5;4;2,5;21,5;34,5
2017;South-Eastern Asia;ASE;Myanmar;MMR;Social statistics;3;4;3;3;3;0;13;4;7;5;4;1;21;34
2024;South-Eastern Asia;ASE;Lao PDR;LAO;Economic and financial statistics;1;5,5;4;3;0,5;0;13;5,5;7;4,5;3,5;0;20,5;33,5
2020;South-Eastern Asia;ASE;Philippines;PHL;Environment statistics;2;4,5;4;3;1;0,5;13;5;5;2,5;3;5;20,5;33,5
2022;Middle Africa;AFM;Gabon;GAB;Social statistics;3;5,5;3,5;2;1,5;0,5;13;2;9;5;4,5;0;20,5;33,5
2017;Central America;AMM;Costa Rica;CRI;Economic and financial statistics;1;4,5;4,5;4;0;0;13;4;6;1,5;5;4;20,5;33,5
2016;Western Europe;EUW;Netherlands;NLD;Environment statistics;2;4;3;4;1,5;0,5;13;4;4;4;4;4;20;33
2024;Western Asia;ASW;Kuwait;KWT;Economic and financial statistics;1;6;4;3;0;0;13;4,5;7;2;4;2;19,5;32,5
2022;Southern Europe;EUZ;Serbia;SRB;Environment statistics;2;4,5;3;4;1;0,5;13;4,5;5;3;4,5;2,5;19,5;32,5
2018;Southern Africa;AFZ;South Africa;ZAF;Social statistics;3;4;3,5;2,5;2,5;0,5;13;1;6;3;3,5;6;19,5;32,5
2020;South-Eastern Asia;ASE;Indonesia;IDN;Environment statistics;2;4,5;3,5;4;1;0;13;3,5;5;3,5;2,5;5;19,5;32,5
2020;South America;AMZ;Ecuador;ECU;Environment statistics;2;4,5;4;3,5;0,5;0,5;13;5;4,5;2,5;2,5;5;19,5;32,5
2024;Middle Africa;AFM;Congo, Dem. Rep.;COD;Social statistics;3;7;1,5;0;4,5;0;13;1;9;4;4,5;1;19,5;32,5
2017;Eastern Europe;EUE;Moldova;MDA;Environment statistics;2;4,5;4;3,5;1;0;13;5;5;4;3;2,5;19,5;32,5
2022;Australia and New Zealand;OAZ;Australia;AUS;Environment statistics;2;4,5;3;3;1,5;1;13;5;2,5;2,5;4,5;5;19,5;32,5
2024;Western Asia;ASW;Lebanon;LBN;Economic and financial statistics;1;5;4;4;0;0;13;6;6;4;3;0;19;32
2022;Western Africa;AFW;Liberia;LBR;Social statistics;3;5,5;3,5;1,5;2,5;0;13;2;8;2,5;6,5;0;19;32
2017;Southern Europe;EUZ;Portugal;PRT;Environment statistics;2;4,5;2,5;3,5;1,5;1;13;5;5;4;5;0;19;32
2017;Southern Asia;ASZ;Maldives;MDV;Economic and financial statistics;1;5;4,5;3,5;0;0;13;6,5;7;2;3,5;0;19;32
2017;South-Eastern Asia;ASE;Cambodia;KHM;Social statistics;3;4,5;3,5;2,5;2,5;0;13;2,5;8;2;6,5;0;19;32
2020;Pacific Islands;OPI;Solomon Islands;SLB;Social statistics;3;6,5;3;1,5;2;0;13;2,5;8,5;3,5;4,5;0;19;32
2024;Southern Africa;AFZ;Eswatini;SWZ;Economic and financial statistics;1;6;3,5;3,5;0;0;13;3,5;7;4,5;3,5;0;18,5;31,5
2018;Southern Africa;AFZ;Namibia;NAM;Social statistics;3;5;2,5;2;3;0,5;13;2,5;7;4;5;0;18,5;31,5
2018;Northern Africa;AFN;Tunisia;TUN;Social statistics;3;4,5;3,5;3;2;0;13;2,5;6;3;3,5;3;18;31
2018;Eastern Africa;AFE;Malawi;MWI;Social statistics;3;4;3;3;2;1;13;2,5;5,5;3;3,5;3,5;18;31
2018;Western Europe;EUW;Liechtenstein;LIE;Social statistics;3;4;4;3,5;1,5;0;13;5;2;3,5;4;3;17,5;30,5
2024;Western Africa;AFW;Guinea-Bissau;GNB;Social statistics;3;5;4;1;3;0;13;1;9;3;4,5;0;17,5;30,5
2024;South America;AMZ;Colombia;COL;Environment statistics;2;4;3,5;4;1;0,5;13;5;4;2,5;4;2;17,5;30,5
2022;Pacific Islands;OPI;Solomon Islands;SLB;Social statistics;3;6;1,5;1,5;4;0;13;2;8;3;4,5;0;17,5;30,5
2022;Northern Africa;AFN;Morocco;MAR;Environment statistics;2;5;3;3,5;1;0,5;13;3,5;4,5;2,5;2,5;4,5;17,5;30,5
2020;Southern Europe;EUZ;Spain;ESP;Environment statistics;2;4;3;3,5;1,5;1;13;3,5;5;3;3;2,5;17;30
2017;Pacific Islands;OPI;Solomon Islands;SLB;Social statistics;3;6;2;2;3;0;13;1,5;7;3,5;5;0;17;30
2024;Central America;AMM;Mexico;MEX;Environment statistics;2;4,5;3;3;2;0,5;13;3,5;4,5;2,5;3;3,5;17;30
2018;Central America;AMM;El Salvador;SLV;Social statistics;3;4,5;2,5;4;2;0;13;3;7,5;3;3,5;0;17;30
2016;Western Asia;ASW;Bahrain;BHR;Social statistics;3;4,5;4;3,5;1;0;13;5;6;2,5;3;0;16,5;29,5
2020;Southern Europe;EUZ;Croatia;HRV;Environment statistics;2;4,5;4;3,5;0,5;0,5;13;3;5;3,5;2,5;2,5;16,5;29,5
2022;Eastern Europe;EUE;Hungary;HUN;Environment statistics;2;4;4;4;1;0;13;5;4,5;2,5;4,5;0;16,5;29,5
2024;Central America;AMM;El Salvador;SLV;Social statistics;3;4,5;3,5;2,5;2;0,5;13;2;8;2,5;4;0;16,5;29,5
2024;Western Asia;ASW;Armenia;ARM;Environment statistics;2;4,5;4;3,5;1;0;13;4,5;5;4;2,5;0;16;29
2017;Southern Europe;EUZ;North Macedonia;MKD;Environment statistics;2;4,5;4;4;0,5;0;13;5;5;3,5;2,5;0;16;29
2022;Western Africa;AFW;Togo;TGO;Economic and financial statistics;1;5,5;4;3;0,5;0;13;1,5;7;3,5;3,5;0;15,5;28,5
2017;Southern Europe;EUZ;Albania;ALB;Environment statistics;2;5;4,5;3,5;0;0;13;5;5;3;2,5;0;15,5;28,5
2024;South-Eastern Asia;ASE;Cambodia;KHM;Economic and financial statistics;1;5;3,5;3,5;1;0;13;4,5;6;2,5;2,5;0;15,5;28,5
2018;Pacific Islands;OPI;Fiji;FJI;Economic and financial statistics;1;4,5;4,5;4;0;0;13;4;6;3,5;2;0;15,5;28,5
2017;Pacific Islands;OPI;Fiji;FJI;Social statistics;3;5,5;4;3;0,5;0;13;0;8;3,5;4;0;15,5;28,5
2018;Eastern Europe;EUE;Bulgaria;BGR;Environment statistics;2;4,5;4,5;3,5;0,5;0;13;3,5;3;3;3,5;2,5;15,5;28,5
2024;Eastern Europe;EUE;Russian Federation;RUS;Environment statistics;2;4,5;4,5;4;0;0;13;0,5;5;2,5;2,5;5;15,5;28,5
2020;Central America;AMM;Panama;PAN;Economic and financial statistics;1;4,5;4;4,5;0;0;13;4;5;1;5;0,5;15,5;28,5
2020;South America;AMZ;Suriname;SUR;Environment statistics;2;5;3;3,5;1,5;0;13;2,5;5;2;2,5;3;15;28
2018;South America;AMZ;Suriname;SUR;Social statistics;3;4;3;4;2;0;13;4;6;3;2;0;15;28
2022;Middle Africa;AFM;Angola;AGO;Social statistics;3;4;3,5;2,5;3;0;13;0;8;3;4;0;15;28
2018;Central America;AMM;Guatemala;GTM;Social statistics;3;4,5;3,5;3;2;0;13;4,5;6;1,5;3;0;15;28
2016;Southern Europe;EUZ;Bosnia and Herzegovina;BIH;Social statistics;3;5,5;4;3,5;0;0;13;0;8;0;6,5;0;14,5;27,5
2016;Southern Asia;ASZ;Sri Lanka;LKA;Economic and financial statistics;1;5;4,5;3,5;0;0;13;2,5;6,5;2;3,5;0;14,5;27,5
2024;South-Eastern Asia;ASE;Thailand;THA;Environment statistics;2;4,5;4;3;1,5;0;13;3,5;3,5;2,5;2,5;2,5;14,5;27,5
2024;South America;AMZ;Argentina;ARG;Environment statistics;2;4,5;4;4;0,5;0;13;5;3;2,5;3;1;14,5;27,5
2017;Pacific Islands;OPI;Solomon Islands;SLB;Economic and financial statistics;1;5;4,5;3;0,5;0;13;0,5;6,5;3,5;4;0;14,5;27,5
2018;Western Asia;ASW;The Kingdom of Saudi Arabia;SAU;Social statistics;3;4;4;2,5;2,5;0;13;4;4,5;3;2,5;0;14;27
2017;Western Africa;AFW;The Gambia;GMB;Social statistics;3;5;2,5;2,5;1;2;13;0;7;3;4;0;14;27
2017;Western Africa;AFW;Sierra Leone;SLE;Economic and financial statistics;1;5,5;3,5;4;0;0;13;0;7;3;3,5;0;13,5;26,5
2018;Eastern Africa;AFE;Djibouti;DJI;Economic and financial statistics;1;5;4;4;0;0;13;0;7;0,5;3;3;13,5;26,5
2018;South America;AMZ;Venezuela;VEN;Economic and financial statistics;1;4,5;4;4,5;0;0;13;6;1,5;3;2,5;0;13;26
2024;Northern Africa;AFN;Algeria;DZA;Economic and financial statistics;1;5,5;4;3,5;0;0;13;1,5;6,5;2;3;0;13;26
2022;Middle Africa;AFM;Equatorial Guinea;GNQ;Economic and financial statistics;1;5;4;4;0;0;13;0;7;0,5;5,5;0;13;26
2020;Eastern Europe;EUE;Russian Federation;RUS;Environment statistics;2;4;3,5;4;1,5;0;13;3;3,5;2,5;2,5;1,5;13;26
2020;Western Asia;ASW;The Kingdom of Saudi Arabia;SAU;Environment statistics;2;4,5;4;3;1,5;0;13;4;3,5;2,5;2,5;0;12,5;25,5
2017;South America;AMZ;Suriname;SUR;Economic and financial statistics;1;5;4;4;0;0;13;0;6;3;3;0,5;12,5;25,5
2017;Eastern Asia;ASF;China;CHN;Environment statistics;2;3,5;3,5;3,5;2,5;0;13;0;5;5;2,5;0;12,5;25,5
2024;Eastern Asia;ASF;China;CHN;Social statistics;3;4;4;4;1;0;13;0;8;3,5;1;0;12,5;25,5
2022;Eastern Asia;ASF;China;CHN;Social statistics;3;4;4;4;1;0;13;0;8;3,5;1;0;12,5;25,5
2015;Western Asia;ASW;Yemen;YEM;Social statistics;3;4;3,5;2,5;3;0;13;7,5;0;2,5;2;0;12;25
2022;Pacific Islands;OPI;Solomon Islands;SLB;Economic and financial statistics;1;5;4;4;0;0;13;1;6;1,5;3,5;0;12;25
2020;Eastern Africa;AFE;Burundi;BDI;Economic and financial statistics;1;4,5;4,5;4;0;0;13;0;6;2,5;3;0,5;12;25
2024;Central America;AMM;Nicaragua;NIC;Social statistics;3;5;2,5;1,5;2,5;1,5;13;0;7;1;4;0;12;25
2020;Caribbean;AMC;Cuba;CUB;Environment statistics;2;4;3;3,5;1,5;1;13;2;5;0;5;0;12;25
2024;Southern Asia;ASZ;India;IND;Environment statistics;2;4,5;3;3,5;1,5;0,5;13;1,5;5;2,5;2,5;0;11,5;24,5
2016;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Economic and financial statistics;1;4,5;4;4;0;0;13;3,5;6,5;0;1,5;0;11,5;24,5
2024;Northern Africa;AFN;Libya;LBY;Economic and financial statistics;1;5;4,5;3;0,5;0;13;0;7;2;2,5;0;11,5;24,5
2017;Middle Africa;AFM;Cameroon;CMR;Economic and financial statistics;1;4,5;4;4;0,5;0;13;1;6,5;1;3;0;11,5;24,5
2018;Central Asia;ASC;Uzbekistan;UZB;Social statistics;3;4;4;4;1;0;13;0;7;3;1,5;0;11,5;24,5
2016;Northern Africa;AFN;Morocco;MAR;Social statistics;3;4,5;3;2;2;1,5;13;1;6,5;0;3;0;10,5;23,5
2016;Western Asia;ASW;Qatar;QAT;Social statistics;3;4,5;4,5;3;1;0;13;0;8;0;2;0;10;23
2016;South America;AMZ;Argentina;ARG;Economic and financial statistics;1;4,5;4;4;0,5;0;13;6;0;0;4;0;10;23
2016;South America;AMZ;Peru;PER;Social statistics;3;3,5;3,5;3,5;2;0,5;13;6;2;0,5;1;0;9,5;22,5
2016;Pacific Islands;OPI;Fiji;FJI;Economic and financial statistics;1;5,5;4,5;3;0;0;13;3,5;4;0;1,5;0;9;22
2015;Southern Africa;AFZ;Lesotho;LSO;Social statistics;3;4;3,5;3;2,5;0;13;2;0;2,5;4;0;8,5;21,5
2018;South America;AMZ;Chile;CHL;Environment statistics;2;3,5;3,5;3,5;2,5;0;13;3;3,5;0;2;0;8,5;21,5
2017;Northern Africa;AFN;Egypt;EGY;Environment statistics;2;4;4;4;1;0;13;0;5;1;2,5;0;8,5;21,5
2015;Central America;AMM;Nicaragua;NIC;Economic and financial statistics;1;5,5;3,5;4;0;0;13;0;0;0;5;3,5;8,5;21,5
2016;Western Asia;ASW;Yemen;YEM;Economic and financial statistics;1;4,5;4;4,5;0;0;13;7;0,5;0;0;0;7,5;20,5
2015;South-Eastern Asia;ASE;Indonesia;IDN;Environment statistics;2;3,5;3,5;3,5;2,5;0;13;2;0;0;4;0;6;19
2020;Northern Africa;AFN;Libya;LBY;Economic and financial statistics;1;5,5;2,5;4,5;0,5;0;13;0;0;2,5;3,5;0;6;19
2015;Eastern Africa;AFE;Madagascar;MDG;Economic and financial statistics;1;5;4;4;0;0;13;2;0;0;2,5;0;4,5;17,5
2015;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Social statistics;3;4,5;3;2;3,5;0;13;0,5;0;0;3,5;0;4;17
2015;Middle Africa;AFM;Congo, Dem. Rep.;COD;Social statistics;3;4;3,5;2;3,5;0;13;0;0;0;4;0;4;17
2015;Eastern Europe;EUE;Belarus;BLR;Environment statistics;2;3,5;3,5;3,5;2;0,5;13;0;0;0;4;0;4;17
2015;Pacific Islands;OPI;Samoa;WSM;Economic and financial statistics;1;5;4,5;3,5;0;0;13;0;0;0;3,5;0;3,5;16,5
2015;South-Eastern Asia;ASE;Timor-Leste;TLS;Social statistics;3;4,5;3,5;1,5;3;0,5;13;0;0;0;3;0;3;16
2015;South-Eastern Asia;ASE;Timor-Leste;TLS;Economic and financial statistics;1;4,5;4;4;0,5;0;13;0;0;0;2;0;2;15
2024;Western Europe;EUW;Liechtenstein;LIE;Economic and financial statistics;1;4;4;4;0;0;12,5;6;6;5;5,5;6;28,5;41
2022;Western Europe;EUW;Liechtenstein;LIE;Economic and financial statistics;1;4;4;4;0;0;12,5;6;6;4,5;5;6;27,5;40
2018;Western Asia;ASW;United Arab Emirates;ARE;Social statistics;3;4,5;3,5;3;1,5;0;12,5;6;6;4,5;3;6;25,5;38
2018;Western Europe;EUW;Liechtenstein;LIE;Economic and financial statistics;1;4;4;4;0;0;12,5;4;6;4;5;3;22;34,5
2018;Northern Europe;EUN;Estonia;EST;Environment statistics;2;4;3;3,5;1,5;0,5;12,5;5;5;4;5;2,5;21,5;34
2016;North America;AMN;Canada;CAN;Environment statistics;2;4;3;2,5;2;1;12,5;4,5;5;2,5;4,5;5;21,5;34
2024;Middle Africa;AFM;Gabon;GAB;Social statistics;3;4,5;2,5;3,5;2;0;12,5;3;9;5;4,5;0;21,5;34
2022;Eastern Africa;AFE;Zimbabwe;ZWE;Economic and financial statistics;1;5;4,5;3;0;0;12,5;6;7;3,5;3;2;21,5;34
2024;Caribbean;AMC;Aruba;ABW;Social statistics;3;5,5;4;3;0;0;12,5;3,5;9;4,5;4,5;0;21,5;34
2024;Australia and New Zealand;OAZ;New Zealand;NZL;Environment statistics;2;4,5;3;3,5;1;0,5;12,5;4,5;5;3;3,5;5;21;33,5
2020;Western Europe;EUW;Liechtenstein;LIE;Economic and financial statistics;1;4;4;4;0;0;12,5;5;5,5;3;4;3;20,5;33
2024;Western Asia;ASW;Israel;ISR;Environment statistics;2;4;3,5;3,5;1;0,5;12,5;5;5;3;2,5;5;20,5;33
2024;Middle Africa;AFM;Equatorial Guinea;GNQ;Economic and financial statistics;1;5;4;3,5;0;0;12,5;4;7;4,5;5;0;20,5;33
2024;Middle Africa;AFM;Gabon;GAB;Economic and financial statistics;1;5;3,5;4;0;0;12,5;6;7;4,5;2,5;0;20;32,5
2020;Caribbean;AMC;The Bahamas;BHS;Social statistics;3;5,5;3;2,5;1;0,5;12,5;0;9;4,5;6,5;0;20;32,5
2024;Western Europe;EUW;Netherlands;NLD;Environment statistics;2;4;4;4;0,5;0;12,5;4;4;3,5;4;4;19,5;32
2020;Western Europe;EUW;Netherlands;NLD;Environment statistics;2;4;3,5;4;0,5;0,5;12,5;4;4;3,5;4;4;19,5;32
2022;Southern Africa;AFZ;Namibia;NAM;Social statistics;3;6,5;2;2,5;1,5;0;12,5;1;9;4,5;4,5;0,5;19,5;32
2018;Western Europe;EUW;Switzerland;CHE;Environment statistics;2;4;3,5;3,5;1,5;0;12,5;5;4,5;4,5;5;0;19;31,5
2017;Southern Asia;ASZ;Maldives;MDV;Social statistics;3;4,5;3,5;3;1,5;0;12,5;5;8;1,5;4,5;0;19;31,5
2022;Western Asia;ASW;Jordan;JOR;Environment statistics;2;4,5;3,5;3;1,5;0;12,5;3,5;5;3;2,5;4,5;18,5;31
2018;Western Africa;AFW;Mauritania;MRT;Social statistics;3;4,5;3;2;2,5;0,5;12,5;3,5;7;4;4;0;18,5;31
2017;Southern Europe;EUZ;Spain;ESP;Environment statistics;2;4;3;3;1,5;1;12,5;3,5;5;3,5;4;2,5;18,5;31
2024;Eastern Europe;EUE;Czech Republic;CZE;Environment statistics;2;4;4;4;0,5;0;12,5;5;5;3,5;2,5;2,5;18,5;31
2022;Western Asia;ASW;Palestine;PSE;Environment statistics;2;4,5;3;2,5;1,5;1;12,5;3,5;5;2;2,5;5;18;30,5
2017;Eastern Africa;AFE;Mauritius;MUS;Environment statistics;2;5;3,5;3,5;0,5;0;12,5;5;5;2,5;3;2,5;18;30,5
2016;Eastern Africa;AFE;Malawi;MWI;Social statistics;3;4,5;3,5;1,5;3;0;12,5;3,5;6,5;2;2,5;3,5;18;30,5
2020;Eastern Africa;AFE;Seychelles;SYC;Social statistics;3;4,5;3,5;3,5;1;0;12,5;2;8;2,5;4;1,5;18;30,5
2017;Eastern Africa;AFE;Seychelles;SYC;Social statistics;3;5;3,5;3,5;0,5;0;12,5;2,5;8;3,5;4;0;18;30,5
2018;Pacific Islands;OPI;Samoa;WSM;Social statistics;3;5;3;2;2,5;0;12,5;2,5;8;2,5;3,5;0,5;17;29,5
2022;Eastern Europe;EUE;Slovakia;SVK;Environment statistics;2;4;4;4;0,5;0;12,5;4;4;2,5;2,5;4;17;29,5
2018;Eastern Africa;AFE;Mauritius;MUS;Environment statistics;2;4,5;3,5;3,5;1;0;12,5;5;5;2;2,5;2,5;17;29,5
2018;Western Africa;AFW;Cabo Verde;CPV;Economic and financial statistics;1;4,5;3;4,5;0,5;0;12,5;6;2;3;5,5;0;16,5;29
2022;South America;AMZ;Suriname;SUR;Economic and financial statistics;1;5;3,5;4;0;0;12,5;2;6;2;3,5;3;16,5;29
2020;Pacific Islands;OPI;Samoa;WSM;Social statistics;3;6,5;3;3;0;0;12,5;1;8;3,5;4;0;16,5;29
2022;Middle Africa;AFM;Central African Republic;CAF;Social statistics;3;5,5;4,5;0,5;2;0;12,5;0;9;3;4,5;0;16,5;29
2020;Eastern Europe;EUE;Hungary;HUN;Environment statistics;2;4;3,5;3,5;1;0,5;12,5;4,5;4,5;3;4,5;0;16,5;29
2024;Southern Europe;EUZ;Albania;ALB;Environment statistics;2;4;3,5;4;0,5;0,5;12,5;4;5;4,5;2,5;0;16;28,5
2018;Southern Europe;EUZ;North Macedonia;MKD;Environment statistics;2;4;4;4;0,5;0;12,5;4,5;5;3;3,5;0;16;28,5
2017;Southern Asia;ASZ;Nepal;NPL;Social statistics;3;5;3,5;3;0;1;12,5;0;8;3;5;0;16;28,5
2024;Pacific Islands;OPI;Kiribati;KIR;Economic and financial statistics;1;4,5;4;3;0;0;12,5;4;5;3;4;0;16;28,5
2016;Northern Europe;EUN;Finland;FIN;Environment statistics;2;3,5;3;3;2;1;12,5;3,5;4;2,5;3;3;16;28,5
2024;Middle Africa;AFM;Congo, Dem. Rep.;COD;Economic and financial statistics;1;5;3,5;3,5;0,5;0;12,5;1;7;3;3,5;1;15,5;28
2024;Southern Asia;ASZ;Afghanistan;AFG;Economic and financial statistics;1;5,5;4;3;0;0;12,5;4,5;7;2;1,5;0;15;27,5
2017;Northern Europe;EUN;Lithuania;LTU;Environment statistics;2;4;3;3;1,5;1;12,5;4;4;4;3;0;15;27,5
2024;Caribbean;AMC;Dominican Republic;DOM;Environment statistics;2;4,5;4;4;0;0;12,5;5;5;2,5;2,5;0;15;27,5
2016;Southern Asia;ASZ;India;IND;Environment statistics;2;4;2,5;2,5;3;0,5;12,5;5;4;0;3;2,5;14,5;27
2022;Middle Africa;AFM;Sao Tome and Principe;STP;Economic and financial statistics;1;5;3,5;3,5;0;0;12,5;1;6;2,5;5;0;14,5;27
2015;Eastern Europe;EUE;Ukraine;UKR;Social statistics;3;3,5;3,5;3,5;1,5;0,5;12,5;2,5;2,5;0,5;5,5;3,5;14,5;27
2022;Eastern Africa;AFE;Seychelles;SYC;Social statistics;3;5;4;3,5;0;0;12,5;0;8;1,5;4,5;0;14;26,5
2020;Western Asia;ASW;Yemen;YEM;Economic and financial statistics;1;5;3,5;4;0;0;12,5;7;0;2,5;4;0;13,5;26
2016;South-Eastern Asia;ASE;Cambodia;KHM;Social statistics;3;4;3,5;3;2;0;12,5;4;6;0,5;3;0;13,5;26
2018;Pacific Islands;OPI;Vanuatu;VUT;Economic and financial statistics;1;5;3;4;0,5;0;12,5;1;7;2;3,5;0;13,5;26
